Question	Answer
Czy możesz mi opowiedzieć inne żarty?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
No dalej, masz inny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
inny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
poproszę inny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Czy masz różne żarty?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Czy masz arsenał żartów?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Czy znasz kilka dobrych dowcipów?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Czy znasz inny żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Czy znasz mnóstwo dowcipów?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Znasz inny żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Czy znasz jakieś nowe dowcipy?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Czy znasz jakieś inne dowcipy?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Nie masz żadnych nowych żartów?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Możesz mi powiedzieć nowy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jakie inne żarty masz w zanadrzu?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Chcę zabawniejszy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
znasz jakieś inne dowcipy?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Chcesz podzielić się innym żartem?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Chcesz podzielić się nowym dowcipem?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Chcesz podzielić się kolejnym żartem?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Chcesz podzielić się innym żartem?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Chcesz podzielić się nowym żartem?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Chcesz podzielić się kolejnym żartem?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jakie znasz żarty?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Co to jest inny żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jaki jest kolejny żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jakie są inne żarty?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
znasz drugi żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jakie inne dowcipy potrafisz powiedzieć?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
znasz nowy żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jakie masz inne żarty?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jakie inne dowcipy znasz?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jakie inne dowcipy znasz?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Co to za inny żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jaki znasz kolejny żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jaki jest kolejny żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Dlaczego powiedziałeś mi ten sam żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiesz mi drugi żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiesz mi inny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiesz mi nowy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiesz mi kolejny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Już mi to powiedziałeś	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Masz jakieś żarty, których mi nie powiedziałeś?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Jakie inne żarty możesz powiedzieć?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Opowiedz inny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Naprawdę chciałbym usłyszeć nowy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Czas na zupełnie nowy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Czas na nowy rodzaj żartu	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Już to słyszałem	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
nowy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
poproszę nowy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Następny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Następny żart proszę	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Proszę, powiedz mi inny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiedz inny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiedz nowy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiedz kolejny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
znasz inny żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Podziel się ze mną innym żartem	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Musisz mieć różne rodzaje żartów	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Opowiedz nowy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Opowiedz kolejny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiedz mi lepszy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiedz mi inny żart.	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiedz mi inny rodzaj żartu	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Opowiedz mi brudny żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Opowiedz mi zabawniejszy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Opowiedz mi nowy żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Opowiedz mi żart o piratach	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Opowiedz mi dowcip naukowy	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Opowiedz mi trzeci żart	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Powiedz mi kolejny żart.	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
znasz inny żart?	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Podziel się innym żartem	Spójrz na pole, na którym uprawiam swoje żarty, i zobacz, że jest jałowe.
Zrób coś głupiego	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób głupią rzecz	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób coś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób coś głupiego	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób coś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób coś szalonego	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób coś od ściany	Cokolwiek liczysz, weź sztangę i opuść ją.
Chcę, żebyś mi powiedział coś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób coś głupiego	Cokolwiek liczysz, weź sztangę i opuść ją.
No dalej, powiedz coś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób coś, co mnie rozśmieszy	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób coś szalonego	Cokolwiek liczysz, weź sztangę i opuść ją.
Zabaw mnie	Cokolwiek liczysz, weź sztangę i opuść ją.
Daj mi dobry chichot	Cokolwiek liczysz, weź sztangę i opuść ją.
Jak rozśmieszyłabyś mnie?	Cokolwiek liczysz, weź sztangę i opuść ją.
Chcę czegoś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Rozbaw mnie	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób coś śmiesznego	Cokolwiek liczysz, weź sztangę i opuść ją.
Możesz być głupi	Cokolwiek liczysz, weź sztangę i opuść ją.
Zabaw mnie czymś śmiesznym	Cokolwiek liczysz, weź sztangę i opuść ją.
Bądź zabawny	Cokolwiek liczysz, weź sztangę i opuść ją.
Bądź teraz zabawny	Cokolwiek liczysz, weź sztangę i opuść ją.
Bądź śmieszny	Cokolwiek liczysz, weź sztangę i opuść ją.
Być głupim	Cokolwiek liczysz, weź sztangę i opuść ją.
Bądź dla mnie głupi	Cokolwiek liczysz, weź sztangę i opuść ją.
Czy możesz być głupkowatym Billy?	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób śmieszną rzecz	Cokolwiek liczysz, weź sztangę i opuść ją.
Możesz być śmieszny	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrób zabawną rzecz	Cokolwiek liczysz, weź sztangę i opuść ją.
Czy możesz zrobić coś zabawnego?	Cokolwiek liczysz, weź sztangę i opuść ją.
Czy możesz mnie rozśmieszyć	Cokolwiek liczysz, weź sztangę i opuść ją.
Możesz powiedzieć coś zabawnego?	Cokolwiek liczysz, weź sztangę i opuść ją.
Możesz powiedzieć coś śmiesznego	Cokolwiek liczysz, weź sztangę i opuść ją.
Możesz powiedzieć coś głupiego	Cokolwiek liczysz, weź sztangę i opuść ją.
Możesz mi powiedzieć coś zabawnego?	Cokolwiek liczysz, weź sztangę i opuść ją.
Czas mnie rozśmieszyć	Cokolwiek liczysz, weź sztangę i opuść ją.
Możesz być zabawny	Cokolwiek liczysz, weź sztangę i opuść ją.
Rozśmieszysz mnie	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz mi coś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz mi coś ze ściany	Cokolwiek liczysz, weź sztangę i opuść ją.
Spróbuj rozśmieszyć mnie na brzuchu	Cokolwiek liczysz, weź sztangę i opuść ją.
Spróbuj mnie rozśmieszyć	Cokolwiek liczysz, weź sztangę i opuść ją.
Co możesz powiedzieć, że mnie rozśmieszy?	Cokolwiek liczysz, weź sztangę i opuść ją.
Będziesz zabawny?	Cokolwiek liczysz, weź sztangę i opuść ją.
Chcę usłyszeć coś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Zrobisz coś zabawnego?	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś, co mnie rozbije	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiesz coś zabawnego?	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiesz coś śmiesznego?	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiesz coś głupiego?	Cokolwiek liczysz, weź sztangę i opuść ją.
Nie zrobisz czegoś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Nie zrobisz czegoś śmiesznego	Cokolwiek liczysz, weź sztangę i opuść ją.
Nie zrobisz czegoś głupiego?	Cokolwiek liczysz, weź sztangę i opuść ją.
Nie powiesz czegoś śmiesznego	Cokolwiek liczysz, weź sztangę i opuść ją.
Będziesz głupi?	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Rozśmiesz mnie	Cokolwiek liczysz, weź sztangę i opuść ją.
Rozśmiesz mnie głośno	Cokolwiek liczysz, weź sztangę i opuść ją.
Proszę, rozśmiesz mnie	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz głupie powiedzenie	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz zabawne powiedzenie	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz zabawną rzecz	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz śmieszną rzecz	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz mi coś głupiego	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś głupiego	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś szalonego	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś dziwnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś ze ściany	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś śmiesznego	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś głupiego	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz coś głupiego	Cokolwiek liczysz, weź sztangę i opuść ją.
Nie powiesz czegoś zabawnego	Cokolwiek liczysz, weź sztangę i opuść ją.
Powiedz głupią rzecz	Cokolwiek liczysz, weź sztangę i opuść ją.
Mam dość słuchania ciebie	DOBRZE. Mimika.
Mam dość tego hałasu	DOBRZE. Mimika.
Czas, żebyś się teraz zamknął	DOBRZE. Mimika.
Czas się zamknąć	DOBRZE. Mimika.
Czas się uciszyć	DOBRZE. Mimika.
Czas się uciszyć	DOBRZE. Mimika.
Czas, żebyś się teraz uciszył	DOBRZE. Mimika.
Chciałabym, żebyś był cicho	DOBRZE. Mimika.
Mam dość słuchania Ciebie	DOBRZE. Mimika.
Po prostu się zamknij, dobrze?	DOBRZE. Mimika.
Mam dość słuchania ciebie	DOBRZE. Mimika.
Nie interesuje mnie to, co mówisz	DOBRZE. Mimika.
Nie interesuje mnie to, co masz do powiedzenia	DOBRZE. Mimika.
Skończyłem cię słuchać	DOBRZE. Mimika.
Chciałabym, żebyś się zamknął	DOBRZE. Mimika.
Bądź cicho	DOBRZE. Mimika.
Czas, żebyś był cicho	DOBRZE. Mimika.
Ani śladu od ciebie	DOBRZE. Mimika.
Proszę, zamknij się	DOBRZE. Mimika.
Proszę cicho	DOBRZE. Mimika.
Proszę odejdź	DOBRZE. Mimika.
Proszę bądź cicho	DOBRZE. Mimika.
Och, ucisz się	DOBRZE. Mimika.
Ani słowa z ciebie	DOBRZE. Mimika.
Mam dość twojego hałasu	DOBRZE. Mimika.
Ani słowa	DOBRZE. Mimika.
Zamknij się	DOBRZE. Mimika.
Żadnych rozmów	DOBRZE. Mimika.
Już nie!	DOBRZE. Mimika.
Nigdy więcej gadania	DOBRZE. Mimika.
Nigdy więcej z ciebie	DOBRZE. Mimika.
Nie więcej od ciebie	DOBRZE. Mimika.
Zagrajmy w cichą grę	DOBRZE. Mimika.
Mówiłem ci, zamknij się	DOBRZE. Mimika.
Ani słowa od ciebie	DOBRZE. Mimika.
Idź stąd	DOBRZE. Mimika.
Nie zniosę już twojego gadania	DOBRZE. Mimika.
Nie mogę znieść twojego gadania	DOBRZE. Mimika.
Nie mogę wyciągnąć z ciebie ani słowa	DOBRZE. Mimika.
Cicho, ty	DOBRZE. Mimika.
Ucisz usta	DOBRZE. Mimika.
Cicho	DOBRZE. Mimika.
Chciałabym, żebyś po prostu odszedł.	DOBRZE. Mimika.
Cicho	DOBRZE. Mimika.
Nie mam czasu cię słuchać	DOBRZE. Mimika.
Wystarczy twojego hałasu	DOBRZE. Mimika.
Dość gadania	DOBRZE. Mimika.
Już wystarczy	DOBRZE. Mimika.
Usłyszałeś mnie? Powiedziałem cicho!	DOBRZE. Mimika.
Czy możesz być cicho?	DOBRZE. Mimika.
Cicho, ty	DOBRZE. Mimika.
Cicho maleńka	DOBRZE. Mimika.
Nie chcę nic więcej słyszeć	DOBRZE. Mimika.
Mówiłem ci, cicho	DOBRZE. Mimika.
Mówiłem ci, żebyś się zamknął	DOBRZE. Mimika.
Mówiłem ci, żebyś się uciszył	DOBRZE. Mimika.
Mówiłem ci, żebyś był cicho	DOBRZE. Mimika.
Powiedziałem: Zamknij się	DOBRZE. Mimika.
Powiedziałem, wystarczy	DOBRZE. Mimika.
Nie mam czasu na twój hałas	DOBRZE. Mimika.
Nie chcę słyszeć, co masz do powiedzenia	DOBRZE. Mimika.
Nie mam czasu na słuchanie tego, co masz do powiedzenia	DOBRZE. Mimika.
Nie chcę nic od ciebie słyszeć	DOBRZE. Mimika.
Nie chcę więcej o tobie słyszeć	DOBRZE. Mimika.
Nie chcę więcej od ciebie słyszeć	DOBRZE. Mimika.
Nie chcę słyszeć od ciebie kolejnego słowa	DOBRZE. Mimika.
Nie chcę więcej słyszeć	DOBRZE. Mimika.
Nie chcę słyszeć od Ciebie krzyku	DOBRZE. Mimika.
Proszę, zamknij się	DOBRZE. Mimika.
Powiedziałem cicho	DOBRZE. Mimika.
Czas się zamknąć	DOBRZE. Mimika.
Odejdziesz	DOBRZE. Mimika.
Będziesz cicho	DOBRZE. Mimika.
Czas się zamknąć	DOBRZE. Mimika.
Czas się zamknąć	DOBRZE. Mimika.
Czas się teraz uciszyć	DOBRZE. Mimika.
Czas się uciszyć	DOBRZE. Mimika.
Proszę, powiedz, że skończyłeś	DOBRZE. Mimika.
Czas być cicho	DOBRZE. Mimika.
Odejdź, proszę	DOBRZE. Mimika.
Czas się uciszyć	DOBRZE. Mimika.
Czas się uciszyć	DOBRZE. Mimika.
Czas, żebyś był cicho	DOBRZE. Mimika.
To wystarczy z ciebie	DOBRZE. Mimika.
Wystarczy od ciebie	DOBRZE. Mimika.
Wystarczy	DOBRZE. Mimika.
Czas być teraz cicho	DOBRZE. Mimika.
Zamkniesz się	DOBRZE. Mimika.
Zamknij się!	DOBRZE. Mimika.
Możesz teraz przestać mówić	DOBRZE. Mimika.
Możesz się teraz zamknąć	DOBRZE. Mimika.
Możesz się teraz zamknąć	DOBRZE. Mimika.
Możesz teraz być cicho	DOBRZE. Mimika.
Możesz się teraz uciszyć	DOBRZE. Mimika.
Ucichniesz	DOBRZE. Mimika.
Przestaniesz mówić	DOBRZE. Mimika.
Proszę, bądź cicho	DOBRZE. Mimika.
Uciszasz się	DOBRZE. Mimika.
Czy możesz to spakować	DOBRZE. Mimika.
Proszę przestań mówić	DOBRZE. Mimika.
Zamknij się, proszę	DOBRZE. Mimika.
Cicho, proszę	DOBRZE. Mimika.
Ucisz się, proszę	DOBRZE. Mimika.
Zatrzymaj hałas	DOBRZE. Mimika.
Czy możesz to zapiąć	DOBRZE. Mimika.
Bądź cicho	DOBRZE. Mimika.
Porozmawiaj z ręką	DOBRZE. Mimika.
Zamknij się już	DOBRZE. Mimika.
Zamknij się	DOBRZE. Mimika.
Zamknij to	DOBRZE. Mimika.
Cicho	DOBRZE. Mimika.
Ćśś	DOBRZE. Mimika.
Zamknij się	DOBRZE. Mimika.
Czytaj moje usta: bądź cicho	DOBRZE. Mimika.
Zamknij się proszę	DOBRZE. Mimika.
Spokojny czas	DOBRZE. Mimika.
Cichy	DOBRZE. Mimika.
Włóż do niego skarpetę	DOBRZE. Mimika.
Włóż do niego korek	DOBRZE. Mimika.
Proszę to spakować	DOBRZE. Mimika.
Prosze przestać rozmawiać	DOBRZE. Mimika.
Zapnij to, ty	DOBRZE. Mimika.
Przeczytaj moje usta: zapnij je	DOBRZE. Mimika.
Milczenie jest złotem	DOBRZE. Mimika.
Cicho proszę	DOBRZE. Mimika.
Skończ z hałasem	DOBRZE. Mimika.
Przestań mówić, ty	DOBRZE. Mimika.
Przestań gadać	DOBRZE. Mimika.
Skończ już z hałasem	DOBRZE. Mimika.
Przestań machać szczęką	DOBRZE. Mimika.
Zamknij się	DOBRZE. Mimika.
Cisza!	DOBRZE. Mimika.
Przestań mówić	DOBRZE. Mimika.
Zamknij się	DOBRZE. Mimika.
Zamknij pułapkę	DOBRZE. Mimika.
Zamknij dziurkę od ciasta	DOBRZE. Mimika.
Zamknij się	DOBRZE. Mimika.
Zamknął swoją twarz	DOBRZE. Mimika.
Zamknij się, ty	DOBRZE. Mimika.
Zamknij się, dobrze	DOBRZE. Mimika.
Zatrzymaj cały swój hałas	DOBRZE. Mimika.
Naprawdę chciałbym usłyszeć, jak śpiewasz	Ci, którzy mogą, robią. Ci, którzy nie mogą, nie śpiewają.
Nie zamierzasz zaśpiewać piosenki?	Ci, którzy mogą, robią. Ci, którzy nie mogą, nie śpiewają.
Nie chcesz dla mnie zaśpiewać?	Ci, którzy mogą, robią. Ci, którzy nie mogą, nie śpiewają.
Śmiało i śpiewaj	Ci, którzy mogą, robią. Ci, którzy nie mogą, nie śpiewają.
Czy śpiewałeś kiedyś piosenkę?	Ci, którzy mogą, robią. Ci, którzy nie mogą, nie śpiewają.
Nucisz melodię	Ci, którzy mogą, robią. Ci, którzy nie mogą, nie śpiewają.
Nagraj dla mnie melodię	Ci, którzy mogą, robią. Ci, którzy nie mogą, nie śpiewają.
Muszę usłyszeć, jak śpiewasz	Ci, którzy mogą, robią. Ci, którzy nie mogą, nie śpiewają.
Byłbym wdzięczny, gdybyś zaśpiewał piosenkę?	Ci, którzy mogą, robią. Ci, którzy nie mogą, nie śpiewają.
